movie_title,director_name,imdb_score,duration,genres
Analyze That ,Harold Ramis,5.9,96.0,Comedy|Crime
Righteous Kill ,Jon Avnet,6.0,101.0,Action|Crime|Drama|Mystery|Thriller
Mercury Rising ,Harold Becker,6.1,111.0,Action|Crime|Drama|Thriller
The Soloist ,Joe Wright,6.7,117.0,Biography|Drama|Music
The Legend of Bagger Vance ,Robert Redford,6.7,126.0,Drama|Fantasy|Sport
Almost Famous ,Cameron Crowe,7.9,152.0,Adventure|Comedy|Drama|Music
Garfield 2 ,Tim Hill,5.0,86.0,Animation|Comedy|Family|Fantasy
xXx: State of the Union ,Lee Tamahori,4.3,101.0,Action|Adventure|Crime|Thriller
Priest ,Scott Stewart,5.7,87.0,Action|Fantasy|Horror|Sci-Fi|Thriller
Sinbad: Legend of the Seven Seas ,Patrick Gilmore,6.7,85.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance
Event Horizon ,Paul W.S. Anderson,6.7,130.0,Horror|Sci-Fi|Thriller
The Avengers ,Joss Whedon,8.1,173.0,Action|Adventure|Sci-Fi
Dragonfly ,Tom Shadyac,6.1,104.0,Drama|Fantasy|Mystery|Romance|Thriller
The Black Dahlia ,Brian De Palma,5.6,121.0,Crime|Drama|Mystery|Thriller
Flyboys ,Tony Bill,6.6,140.0,Action|Adventure|Drama|History|Romance|War
The Last Castle ,Rod Lurie,6.9,131.0,Action|Drama|Thriller
Supernova ,Walter Hill,4.8,91.0,Horror|Sci-Fi|Thriller
Winter's Tale ,Akiva Goldsman,6.2,118.0,Drama|Fantasy|Mystery|Romance
The Mortal Instruments: City of Bones ,Harald Zwart,6.0,130.0,Fantasy|Horror|Mystery|Romance
Meet Dave ,Brian Robbins,4.9,90.0,Adventure|Comedy|Family|Romance|Sci-Fi
Dark Water ,Walter Salles,5.6,103.0,Drama|Horror|Thriller
Edtv ,Ron Howard,6.1,122.0,Comedy|Drama
Inkheart ,Iain Softley,6.1,106.0,Adventure|Family|Fantasy
The Spirit ,Frank Miller,4.8,103.0,Action|Crime|Fantasy|Thriller
Mortdecai ,David Koepp,5.5,107.0,Action|Comedy|Mystery|Romance
In the Name of the King: A Dungeon Siege Tale ,Uwe Boll,3.8,156.0,Action|Adventure|Fantasy|Thriller
Beyond Borders ,Martin Campbell,6.5,127.0,Adventure|Drama|Romance|War
Xi you ji zhi: Sun Wukong san da Baigu Jing ,Pou-Soi Cheang,6.0,119.0,Action|Adventure|Fantasy
The Great Raid ,John Dahl,6.7,132.0,Action|Drama|War
Deadpool ,Tim Miller,8.1,108.0,Action|Adventure|Comedy|Romance|Sci-Fi
Holy Man ,Stephen Herek,4.9,114.0,Comedy|Drama
American Sniper ,Clint Eastwood,7.3,133.0,Action|Biography|Drama|History|Thriller|War
Goosebumps ,Rob Letterman,6.4,103.0,Adventure|Comedy|Family|Fantasy|Horror
"Sabrina, the Teenage Witch             ",,6.6,22.0,Comedy|Family|Fantasy
Just Like Heaven ,Mark Waters,6.7,95.0,Comedy|Fantasy|Romance
The Flintstones in Viva Rock Vegas ,Brian Levant,3.6,90.0,Comedy|Family|Romance|Sci-Fi
Rambo III ,Peter MacDonald,5.7,87.0,Action|Adventure|Thriller|War
Leatherheads ,George Clooney,6.0,114.0,Comedy|Drama|Romance|Sport
The Ridiculous 6 ,Frank Coraci,4.9,119.0,Comedy|Western
Did You Hear About the Morgans? ,Marc Lawrence,4.7,103.0,Comedy|Drama|Romance
The Internship ,Shawn Levy,6.3,125.0,Comedy
Resident Evil: Afterlife ,Paul W.S. Anderson,5.9,97.0,Action|Adventure|Horror|Sci-Fi
Red Tails ,Anthony Hemingway,5.9,125.0,Action|Adventure|Drama|History|War
Sex and the City             ,,7.0,30.0,Comedy|Romance
The Devil's Advocate ,Taylor Hackford,7.5,136.0,Drama|Mystery|Thriller
That's My Boy ,Sean Anders,5.6,116.0,Comedy
DragonHeart ,Rob Cohen,6.4,103.0,Action|Adventure|Fantasy
After the Sunset ,Brett Ratner,6.3,97.0,Action|Comedy|Crime|Drama
Ghost Rider: Spirit of Vengeance ,Mark Neveldine,4.3,96.0,Action|Fantasy|Thriller
Captain Corelli's Mandolin ,John Madden,5.9,131.0,Drama|Music|Romance|War
Anger Management             ,,6.7,22.0,Comedy|Romance
The Pacifier ,Adam Shankman,5.5,95.0,Action|Comedy|Drama|Family|Thriller
Walking Tall ,Kevin Bray,6.2,86.0,Action|Crime
Forrest Gump ,Robert Zemeckis,8.8,142.0,Comedy|Drama
Alvin and the Chipmunks ,Tim Hill,5.2,92.0,Animation|Comedy|Family|Fantasy|Music
Meet the Parents ,Jay Roach,7.0,108.0,Comedy
Pocahontas ,Mike Gabriel,6.6,84.0,Adventure|Animation|Drama|Family|History|Musical|Romance
Superman ,Richard Donner,7.3,188.0,Action|Adventure|Drama|Romance|Sci-Fi
The Nutty Professor ,Tom Shadyac,5.6,95.0,Comedy|Romance|Sci-Fi
Hitch ,Andy Tennant,6.6,118.0,Comedy|Romance
George of the Jungle ,Sam Weisman,5.4,92.0,Action|Adventure|Comedy|Family|Romance
American Wedding ,Jesse Dylan,6.3,74.0,Comedy|Romance
Captain Phillips ,Paul Greengrass,7.9,134.0,Biography|Drama|Thriller
Date Night ,Shawn Levy,6.3,101.0,Comedy|Crime|Romance|Thriller
Casper ,Brad Silberling,6.0,100.0,Comedy|Family|Fantasy
The Equalizer ,Antoine Fuqua,7.2,132.0,Action|Crime|Thriller
Maid in Manhattan ,Wayne Wang,5.1,105.0,Comedy|Drama|Romance
Crimson Tide ,Tony Scott,7.3,123.0,Action|Drama|Thriller|War
The Pursuit of Happyness ,Gabriele Muccino,8.0,117.0,Biography|Drama
Flightplan ,Robert Schwentke,6.2,98.0,Drama|Mystery|Thriller
Disclosure ,Barry Levinson,6.0,128.0,Drama|Thriller
City of Angels ,Brad Silberling,6.7,114.0,Drama|Fantasy|Romance
Kill Bill: Vol. 1 ,Quentin Tarantino,8.1,111.0,Action
Bowfinger ,Frank Oz,6.4,85.0,Comedy
Stargate SG-1             ,,8.4,44.0,Action|Adventure|Drama|Sci-Fi
Kill Bill: Vol. 2 ,Quentin Tarantino,8.0,137.0,Action|Crime|Drama|Thriller
Tango & Cash ,Andrey Konchalovskiy,6.3,97.0,Action|Comedy|Crime|Thriller
Death Becomes Her ,Robert Zemeckis,6.4,104.0,Comedy|Fantasy|Horror
Shanghai Noon ,Tom Dey,6.6,110.0,Action|Adventure|Comedy|Western
Executive Decision ,Stuart Baird,6.4,133.0,Action|Adventure|Thriller
Mr. Popper's Penguins ,Mark Waters,6.0,94.0,Comedy|Family|Fantasy
The Forbidden Kingdom ,Rob Minkoff,6.6,104.0,Action|Adventure|Fantasy
Free Birds ,Jimmy Hayward,5.9,91.0,Adventure|Animation|Comedy|Family
Alien 3 ,David Fincher,6.4,145.0,Action|Horror|Sci-Fi
Evita ,Alan Parker,6.3,135.0,Biography|Drama|History|Musical
Ronin ,John Frankenheimer,7.3,122.0,Action|Adventure|Crime|Thriller
The Ghost and the Darkness ,Stephen Hopkins,6.8,110.0,Adventure|Drama|Horror|Thriller
Paddington ,Paul King,7.2,95.0,Animation|Comedy|Family|Fantasy
The Watch ,Akiva Schaffer,5.7,102.0,Action|Comedy|Sci-Fi
The Hunted ,William Friedkin,6.0,94.0,Action|Crime|Drama|Thriller
Instinct ,Jon Turteltaub,6.5,126.0,Drama|Thriller
Stuck on You ,Bobby Farrelly,5.8,118.0,Comedy
Semi-Pro ,Kent Alterman,5.8,99.0,Comedy|Sport
The Pirates! Band of Misfits ,Peter Lord,6.7,88.0,Adventure|Animation|Comedy|Family
Changeling ,Clint Eastwood,7.8,141.0,Crime|Drama|Mystery|Thriller
Chain Reaction ,Andrew Davis,5.6,107.0,Action|Drama|Sci-Fi|Thriller
The Fan ,Tony Scott,5.8,116.0,Action|Drama|Sport|Thriller
The Phantom of the Opera ,Joel Schumacher,7.4,143.0,Drama|Musical|Romance|Thriller
Elizabeth: The Golden Age ,Shekhar Kapur,6.9,114.0,Biography|Drama|History|War
Æon Flux ,Karyn Kusama,5.5,93.0,Action|Sci-Fi
Gods and Generals ,Ron Maxwell,6.3,280.0,Drama|History|War
Turbulence ,Robert Butler,4.7,100.0,Action|Thriller
Imagine That ,Karey Kirkpatrick,5.6,107.0,Comedy|Drama|Family|Fantasy
Muppets Most Wanted ,James Bobin,6.4,119.0,Adventure|Comedy|Crime|Family|Musical
Thunderbirds ,Jonathan Frakes,4.2,95.0,Action|Adventure|Comedy|Family|Sci-Fi
Burlesque ,Steve Antin,6.4,119.0,Drama|Music|Musical|Romance
A Very Long Engagement ,Jean-Pierre Jeunet,7.7,133.0,Drama|Mystery|Romance|War
Lolita ,Stanley Kubrick,7.7,152.0,Crime|Drama|Romance
Eye See You ,Jim Gillespie,5.3,96.0,Crime|Horror|Mystery|Thriller
Blade II ,Guillermo del Toro,6.7,117.0,Action|Horror|Sci-Fi|Thriller
Seven Pounds ,Gabriele Muccino,7.7,123.0,Drama|Romance
Bullet to the Head ,Walter Hill,5.7,92.0,Action|Thriller
The Godfather: Part III ,Francis Ford Coppola,7.6,170.0,Crime|Drama
Elizabethtown ,Cameron Crowe,6.4,123.0,Comedy|Drama|Romance
"You, Me and Dupree ",Anthony Russo,5.6,110.0,Comedy|Romance
Superman II ,Richard Lester,6.8,116.0,Action|Adventure|Romance|Sci-Fi
Gigli ,Martin Brest,2.4,121.0,Comedy|Crime|Romance
All the King's Men ,Steven Zaillian,6.2,128.0,Drama|Thriller
Shaft ,John Singleton,5.9,99.0,Action|Crime|Thriller
Anastasia ,Don Bluth,7.1,94.0,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance
Moulin Rouge! ,Baz Luhrmann,7.6,127.0,Drama|Musical|Romance
Domestic Disturbance ,Harold Becker,5.5,89.0,Crime|Mystery|Thriller
Black Mass ,Scott Cooper,7.0,123.0,Biography|Crime|Drama
Flags of Our Fathers ,Clint Eastwood,7.1,135.0,Drama|History|War
Law Abiding Citizen ,F. Gary Gray,7.4,118.0,Crime|Drama|Thriller
Grindhouse ,Robert Rodriguez,7.6,189.0,Action|Horror|Thriller
Beloved ,Jonathan Demme,5.9,172.0,Drama|History|Horror
Lucky You ,Curtis Hanson,5.9,124.0,Drama|Romance|Sport
Catch Me If You Can ,Steven Spielberg,8.0,141.0,Biography|Crime|Drama
Zero Dark Thirty ,Kathryn Bigelow,7.4,157.0,Drama|History|Thriller
The Break-Up ,Peyton Reed,5.8,106.0,Comedy|Drama|Romance
Mamma Mia! ,Phyllida Lloyd,6.3,108.0,Comedy|Family|Musical|Romance
Valentine's Day ,Garry Marshall,5.7,125.0,Comedy|Romance
The Dukes of Hazzard ,Jay Chandrasekhar,5.1,107.0,Action|Adventure|Comedy
The Thin Red Line ,Terrence Malick,7.6,215.0,Drama|War
The Change-Up ,David Dobkin,6.4,118.0,Comedy|Fantasy
Man on the Moon ,Milos Forman,7.4,118.0,Biography|Comedy|Drama
Casino ,Martin Scorsese,8.2,178.0,Biography|Crime|Drama
From Paris with Love ,Pierre Morel,6.5,92.0,Action|Thriller
Bulletproof Monk ,Paul Hunter,5.5,104.0,Action|Comedy|Fantasy
"Me, Myself & Irene ",Bobby Farrelly,6.5,116.0,Comedy
Barnyard ,Steve Oedekerk,5.6,90.0,Animation|Comedy|Family
Deck the Halls ,John Whitesell,4.9,93.0,Comedy|Family
The Twilight Saga: New Moon ,Chris Weitz,4.6,130.0,Adventure|Drama|Fantasy|Romance
Shrek ,Andrew Adamson,7.9,90.0,Adventure|Animation|Comedy|Family|Fantasy
The Adjustment Bureau ,George Nolfi,7.1,106.0,Romance|Sci-Fi|Thriller
Robin Hood: Prince of Thieves ,Kevin Reynolds,6.9,155.0,Action|Adventure|Drama|Romance
Jerry Maguire ,Cameron Crowe,7.3,139.0,Comedy|Drama|Romance|Sport
Ted ,Seth MacFarlane,7.0,112.0,Comedy|Fantasy
As Good as It Gets ,James L. Brooks,7.7,139.0,Comedy|Drama|Romance
Patch Adams ,Tom Shadyac,6.7,115.0,Biography|Comedy|Drama|Romance
Anchorman 2: The Legend Continues ,Adam McKay,6.3,143.0,Comedy
Mr. Deeds ,Steven Brill,5.8,96.0,Comedy|Romance
Super 8 ,J.J. Abrams,7.1,112.0,Mystery|Sci-Fi|Thriller
Erin Brockovich ,Steven Soderbergh,7.3,131.0,Biography|Drama
How to Lose a Guy in 10 Days ,Donald Petrie,6.4,116.0,Comedy|Romance
22 Jump Street ,Phil Lord,7.1,112.0,Action|Comedy|Crime
Interview with the Vampire: The Vampire Chronicles ,Neil Jordan,7.6,123.0,Drama|Fantasy|Horror
Yes Man ,Peyton Reed,6.8,104.0,Comedy|Romance
Central Intelligence ,Rawson Marshall Thurber,6.6,107.0,Action|Comedy|Crime
Stepmom ,Chris Columbus,6.7,124.0,Comedy|Drama
Daddy's Home ,Sean Anders,6.1,96.0,Comedy|Family
Into the Woods ,Rob Marshall,6.0,125.0,Adventure|Comedy|Drama|Fantasy|Musical
Inside Man ,Spike Lee,7.6,129.0,Crime|Drama|Mystery|Thriller
Payback ,Brian Helgeland,7.1,90.0,Action|Crime|Drama|Thriller
Congo ,Frank Marshall,5.0,109.0,Action|Adventure|Mystery|Sci-Fi
We Bought a Zoo ,Cameron Crowe,7.1,124.0,Comedy|Drama|Family
Knowing ,Alex Proyas,6.2,121.0,Drama|Mystery|Sci-Fi|Thriller
Failure to Launch ,Tom Dey,5.6,95.0,Comedy|Romance
The Ring Two ,Hideo Nakata,5.4,128.0,Horror|Mystery
"Crazy, Stupid, Love. ",Glenn Ficarra,7.4,118.0,Comedy|Drama|Romance
Garfield ,Peter Hewitt,5.0,80.0,Animation|Comedy|Family|Fantasy
Christmas with the Kranks ,Joe Roth,5.2,99.0,Comedy|Family
Moneyball ,Bennett Miller,7.6,133.0,Biography|Drama|Sport
Outbreak ,Wolfgang Petersen,6.6,127.0,Action|Drama|Thriller
Non-Stop ,Jaume Collet-Serra,7.0,106.0,Action|Mystery|Thriller
Race to Witch Mountain ,Andy Fickman,5.7,98.0,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller
V for Vendetta ,James McTeigue,8.2,132.0,Action|Drama|Thriller
Shanghai Knights ,David Dobkin,6.2,114.0,Action|Adventure|Comedy
Unforgotten             ,,7.9,45.0,Crime|Drama
Curious George ,Matthew O'Callaghan,6.6,78.0,Adventure|Animation|Comedy|Family
Herbie Fully Loaded ,Angela Robinson,4.7,101.0,Adventure|Comedy|Family|Fantasy|Romance|Sport
Don't Say a Word ,Gary Fleder,6.3,113.0,Crime|Drama|Mystery|Thriller
Hansel & Gretel: Witch Hunters ,Tommy Wirkola,6.1,98.0,Action|Fantasy|Horror
Unfaithful ,Adrian Lyne,6.7,124.0,Drama|Thriller
I Am Number Four ,D.J. Caruso,6.1,109.0,Action|Adventure|Sci-Fi|Thriller
Syriana ,Stephen Gaghan,7.0,128.0,Drama|Thriller
13 Hours ,Michael Bay,7.4,144.0,Action|Drama|Thriller|War
The Book of Life ,Jorge R. Gutiérrez,7.3,95.0,Adventure|Animation|Comedy|Family|Fantasy|Romance
Firewall ,Richard Loncraine,5.8,105.0,Crime|Thriller
Absolute Power ,Clint Eastwood,6.7,121.0,Action|Crime|Drama|Thriller
G.I. Jane ,Ridley Scott,5.8,125.0,Action|Drama|War
The Game ,David Fincher,7.8,129.0,Drama|Mystery|Thriller
Silent Hill ,Christophe Gans,6.6,132.0,Adventure|Horror|Mystery
The Replacements ,Howard Deutch,6.5,118.0,Comedy|Sport
American Reunion ,Jon Hurwitz,6.7,113.0,Comedy
The Negotiator ,F. Gary Gray,7.3,140.0,Action|Crime|Drama|Mystery|Thriller
Into the Storm ,Steven Quale,5.8,89.0,Action|Thriller
Beverly Hills Cop III ,John Landis,5.5,104.0,Action|Comedy|Crime|Thriller
Gremlins 2: The New Batch ,Joe Dante,6.3,106.0,Comedy|Fantasy|Horror
The Judge ,David Dobkin,7.4,141.0,Crime|Drama
The Peacemaker ,Mimi Leder,5.9,124.0,Action|Thriller
Resident Evil: Apocalypse ,Alexander Witt,6.2,98.0,Action|Horror|Sci-Fi|Thriller
Bridget Jones: The Edge of Reason ,Beeban Kidron,5.9,108.0,Comedy|Drama|Romance
Out of Time ,Carl Franklin,6.5,114.0,Crime|Drama|Romance|Thriller
On Deadly Ground ,Steven Seagal,4.4,101.0,Action|Adventure|Thriller
The Adventures of Sharkboy and Lavagirl 3-D ,Robert Rodriguez,3.5,93.0,Action|Adventure|Family|Fantasy
The Beach ,Danny Boyle,6.6,119.0,Adventure|Drama|Thriller
Raising Helen ,Garry Marshall,6.0,119.0,Comedy|Drama|Romance
Ninja Assassin ,James McTeigue,6.4,99.0,Action|Crime|Thriller
For Love of the Game ,Sam Raimi,6.5,137.0,Drama|Romance|Sport
A Touch of Frost             ,,7.8,105.0,Crime|Drama|Mystery
Striptease ,Andrew Bergman,4.3,117.0,Comedy|Crime|Drama|Thriller
Marmaduke ,Tom Dey,4.2,87.0,Comedy|Family
Hereafter ,Clint Eastwood,6.5,129.0,Drama|Fantasy
Murder by Numbers ,Barbet Schroeder,6.1,115.0,Crime|Mystery|Thriller
Assassins ,Richard Donner,6.3,132.0,Action|Crime|Thriller
Hannibal Rising ,Peter Webber,6.2,131.0,Crime|Drama|Thriller
The Story of Us ,Rob Reiner,5.9,95.0,Comedy|Drama|Romance
The Host ,Andrew Niccol,5.9,125.0,Action|Adventure|Romance|Sci-Fi|Thriller
Basic ,John McTiernan,6.5,98.0,Action|Crime|Drama|Mystery|Thriller
Blood Work ,Clint Eastwood,6.4,110.0,Action|Crime|Drama|Mystery|Thriller
The International ,Tom Tykwer,6.5,118.0,Action|Crime|Drama|Mystery|Thriller
Escape from L.A. ,John Carpenter,5.7,101.0,Action|Adventure|Sci-Fi|Thriller
Twisted             ,,7.5,60.0,Drama|Mystery|Thriller
The Iron Giant ,Brad Bird,8.0,90.0,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi
The Life Aquatic with Steve Zissou ,Wes Anderson,7.3,119.0,Adventure|Comedy|Drama
Free State of Jones ,Gary Ross,6.7,139.0,Action|Biography|Drama|History|War
The Life of David Gale ,Alan Parker,7.5,130.0,Crime|Drama|Thriller
Man of the House ,Stephen Herek,5.4,100.0,Action|Comedy
Run All Night ,Jaume Collet-Serra,6.6,114.0,Action|Crime|Drama|Thriller
Eastern Promises ,David Cronenberg,7.7,96.0,Crime|Mystery|Thriller
Into the Blue ,John Stockwell,5.8,110.0,Action|Adventure|Crime|Thriller
The Messenger: The Story of Joan of Arc ,Luc Besson,6.4,158.0,Adventure|Biography|Drama|History|War
Your Highness ,David Gordon Green,5.6,102.0,Adventure|Comedy|Fantasy
Dream House ,Jim Sheridan,6.0,84.0,Drama|Mystery|Thriller
Mad City ,Costa-Gavras,6.2,115.0,Crime|Drama|Thriller
Baby's Day Out ,Patrick Read Johnson,5.9,99.0,Adventure|Comedy|Crime|Drama|Family
The Scarlet Letter ,Roland Joffé,5.1,135.0,Drama|Romance
Fair Game ,Doug Liman,6.8,108.0,Biography|Drama|Thriller
Defiance             ,,7.0,43.0,Action|Drama|Sci-Fi
Domino ,Tony Scott,6.0,127.0,Action|Biography|Crime|Drama|Thriller
Jade ,William Friedkin,5.1,107.0,Crime|Drama|Thriller
Gamer ,Mark Neveldine,5.8,95.0,Action|Sci-Fi|Thriller
Beautiful Creatures ,Richard LaGravenese,6.2,124.0,Drama|Fantasy|Romance
Death to Smoochy ,Danny DeVito,6.4,109.0,Comedy|Crime|Drama|Thriller
Zoolander 2 ,Ben Stiller,4.8,102.0,Comedy
The Big Bounce ,George Armitage,4.9,88.0,Comedy|Crime
What Planet Are You From? ,Mike Nichols,5.6,87.0,Comedy|Sci-Fi
Drive Angry ,Patrick Lussier,5.5,104.0,Action|Fantasy|Thriller
Street Fighter: The Legend of Chun-Li ,Andrzej Bartkowiak,3.7,96.0,Action|Crime|Drama|Mystery|Thriller
The One ,James Wong,5.9,85.0,Action|Sci-Fi|Thriller
Outlander             ,,8.5,64.0,Drama|Romance|Sci-Fi
The Adventures of Ford Fairlane ,Renny Harlin,6.3,104.0,Action|Adventure|Comedy|Crime|Music|Mystery
Pirate Radio ,Richard Curtis,7.4,135.0,Comedy|Drama|Music
Traffic ,Steven Soderbergh,7.6,190.0,Crime|Drama|Thriller
Indiana Jones and the Last Crusade ,Steven Spielberg,8.3,127.0,Action|Adventure|Fantasy
Anna Karenina ,Joe Wright,6.6,129.0,Drama|Romance
Chappie ,Neill Blomkamp,6.9,120.0,Action|Crime|Drama|Sci-Fi|Thriller
The Bone Collector ,Phillip Noyce,6.7,118.0,Crime|Drama|Mystery|Thriller
Panic Room ,David Fincher,6.8,112.0,Crime|Drama|Thriller
The Tooth Fairy ,Chuck Bowman,4.6,89.0,Horror|Thriller
Three Kings ,David O. Russell,7.1,114.0,Action|Adventure|Comedy|Drama|War
Child 44 ,Daniel Espinosa,6.4,137.0,Crime|Drama|Thriller
Rat Race ,Jerry Zucker,6.4,112.0,Adventure|Comedy
K-PAX ,Iain Softley,7.4,120.0,Drama|Mystery|Sci-Fi
Kate & Leopold ,James Mangold,6.4,123.0,Comedy|Fantasy|Romance
Bedazzled ,Harold Ramis,6.0,93.0,Comedy|Fantasy|Romance
The Cotton Club ,Francis Ford Coppola,6.5,123.0,Crime|Drama|Music
3:10 to Yuma ,James Mangold,7.8,122.0,Adventure|Crime|Drama|Western
Taken 3 ,Olivier Megaton,6.0,115.0,Action|Thriller
Out of Sight ,Steven Soderbergh,7.0,123.0,Crime|Drama|Romance|Thriller
The Cable Guy ,Ben Stiller,6.0,96.0,Comedy|Drama|Thriller
Earth ,Deepa Mehta,7.8,110.0,Drama|Romance|War
Dick Tracy ,Warren Beatty,6.1,105.0,Action|Comedy|Crime|Music|Romance|Thriller
The Thomas Crown Affair ,John McTiernan,6.8,113.0,Crime|Romance|Thriller
Riding in Cars with Boys ,Penny Marshall,6.4,132.0,Biography|Comedy|Drama
First Blood ,Ted Kotcheff,7.7,93.0,Action|Adventure|Drama
Solaris ,Andrei Tarkovsky,8.1,115.0,Drama|Mystery|Sci-Fi
Happily N'Ever After ,Paul Bolger,4.5,75.0,Adventure|Animation|Comedy|Family|Fantasy
Mary Reilly ,Stephen Frears,5.8,108.0,Drama|Horror|Romance|Thriller
My Best Friend's Wedding ,P.J. Hogan,6.3,105.0,Comedy|Romance
America's Sweethearts ,Joe Roth,5.7,102.0,Comedy|Romance
Insomnia ,Christopher Nolan,7.2,118.0,Drama|Mystery|Thriller
Star Trek: First Contact ,Jonathan Frakes,7.6,111.0,Action|Adventure|Drama|Sci-Fi|Thriller
Jonah Hex ,Jimmy Hayward,4.7,81.0,Action|Drama|Fantasy|Thriller|Western
Courage Under Fire ,Edward Zwick,6.6,116.0,Action|Drama|Mystery|Thriller|War
Liar Liar ,Tom Shadyac,6.8,86.0,Comedy|Fantasy|Romance
The Infiltrator ,Brad Furman,7.3,127.0,Biography|Crime|Drama|Thriller
Inchon ,Terence Young,2.7,140.0,Drama|History|War
The Flintstones ,Brian Levant,4.8,91.0,Comedy|Family|Fantasy
Taken 2 ,Olivier Megaton,6.3,98.0,Action|Crime|Thriller
Scary Movie 3 ,David Zucker,5.5,84.0,Comedy
Miss Congeniality ,Donald Petrie,6.2,109.0,Action|Comedy|Crime|Romance
Journey to the Center of the Earth ,Eric Brevig,5.8,93.0,Action|Adventure|Family|Fantasy|Sci-Fi
The Princess Diaries 2: Royal Engagement ,Garry Marshall,5.7,113.0,Comedy|Family|Romance
The Pelican Brief ,Alan J. Pakula,6.5,141.0,Crime|Drama|Mystery|Thriller
The Client ,Joel Schumacher,6.7,119.0,Crime|Drama|Mystery|Thriller
The Bucket List ,Rob Reiner,7.4,97.0,Adventure|Comedy|Drama
Patriot Games ,Phillip Noyce,6.9,117.0,Action|Thriller
Monster-in-Law ,Robert Luketic,5.5,101.0,Comedy|Romance
Prisoners ,Denis Villeneuve,8.1,153.0,Crime|Drama|Mystery|Thriller
Training Day ,Antoine Fuqua,7.7,122.0,Crime|Drama|Thriller
Galaxy Quest ,Dean Parisot,7.3,102.0,Adventure|Comedy|Sci-Fi
Scary Movie 2 ,Keenen Ivory Wayans,5.2,83.0,Comedy
The Muppets ,James Bobin,7.1,103.0,Adventure|Comedy|Family|Musical
Blade ,Stephen Norrington,7.1,110.0,Action|Horror
Coach Carter ,Thomas Carter,7.2,136.0,Drama|Sport
Changing Lanes ,Roger Michell,6.5,91.0,Drama|Thriller
Anaconda ,Luis Llosa,4.6,89.0,Action|Adventure|Horror|Thriller
Coyote Ugly ,David McNally,5.6,107.0,Comedy|Drama|Music|Romance
Love Actually ,Richard Curtis,7.7,129.0,Comedy|Drama|Romance
A Bug's Life ,John Lasseter,7.2,95.0,Adventure|Animation|Comedy|Family|Fantasy
From Hell ,Albert Hughes,6.8,122.0,Horror|Mystery|Thriller
The Specialist ,Luis Llosa,5.4,110.0,Action|Crime|Drama|Romance|Thriller
Tin Cup ,Ron Shelton,6.3,135.0,Comedy|Drama|Romance|Sport
"Yours, Mine and Ours ",Melville Shavelson,7.2,111.0,Comedy|Family
Kicking & Screaming ,Jesse Dylan,5.6,95.0,Comedy|Family|Romance|Sport
The Hitchhiker's Guide to the Galaxy ,Garth Jennings,6.8,109.0,Adventure|Comedy|Sci-Fi
Fat Albert ,Joel Zwick,4.3,93.0,Comedy|Family|Fantasy|Romance
Resident Evil: Extinction ,Russell Mulcahy,6.3,94.0,Action|Horror|Sci-Fi|Thriller
Blended ,Frank Coraci,6.5,117.0,Comedy|Romance
Last Holiday ,Wayne Wang,6.4,112.0,Adventure|Comedy|Drama
The River Wild ,Curtis Hanson,6.3,111.0,Action|Adventure|Crime|Thriller
The Indian in the Cupboard ,Frank Oz,5.9,96.0,Drama|Family|Fantasy
Savages ,Oliver Stone,6.5,141.0,Crime|Drama|Thriller
Cellular ,David R. Ellis,6.5,94.0,Action|Crime|Thriller
Johnny English ,Peter Howitt,6.1,87.0,Action|Adventure|Comedy
The Ant Bully ,John A. Davis,5.9,88.0,Adventure|Animation|Comedy|Family|Fantasy
Dune ,David Lynch,6.6,177.0,Action|Adventure|Sci-Fi
Across the Universe ,Julie Taymor,7.4,133.0,Drama|Fantasy|Musical|Romance
Revolutionary Road ,Sam Mendes,7.3,119.0,Drama|Romance
16 Blocks ,Richard Donner,6.6,102.0,Action|Crime|Drama|Thriller
Babylon A.D. ,Mathieu Kassovitz,5.6,101.0,Action|Adventure|Sci-Fi|Thriller
The Glimmer Man ,John Gray,5.3,91.0,Action|Comedy|Crime|Drama|Thriller
Multiplicity ,Harold Ramis,6.0,117.0,Comedy|Romance|Sci-Fi
Aliens in the Attic ,John Schultz,5.4,86.0,Adventure|Comedy|Family|Fantasy|Sci-Fi
The Pledge ,Sean Penn,6.8,124.0,Crime|Drama|Mystery|Thriller
The Producers ,Susan Stroman,6.4,134.0,Comedy|Musical
Dredd ,Pete Travis,7.1,95.0,Action|Sci-Fi
The Phantom ,Simon Wincer,4.9,100.0,Action|Adventure|Comedy|Fantasy
All the Pretty Horses ,Billy Bob Thornton,5.8,220.0,Drama|Romance|Western
Nixon ,Oliver Stone,7.1,212.0,Biography|Drama|History
The Ghost Writer ,Roman Polanski,7.2,128.0,Mystery|Thriller
Deep Rising ,Stephen Sommers,6.0,106.0,Action|Adventure|Horror|Sci-Fi
Miracle at St. Anna ,Spike Lee,6.0,160.0,Action|Crime|Drama|Thriller|War
Curse of the Golden Flower ,Yimou Zhang,7.0,114.0,Drama|Romance
Bangkok Dangerous ,Danny Pang,5.4,99.0,Action|Crime|Thriller
Big Trouble ,Barry Sonnenfeld,6.5,74.0,Comedy|Crime|Thriller
