movie_title,gross,movie_imdb_link
Jerry Maguire ,153620822.0,http://www.imdb.com/title/tt0116695/?ref_=fn_tt_tt_1
Ted ,218628680.0,http://www.imdb.com/title/tt1637725/?ref_=fn_tt_tt_1
As Good as It Gets ,147637474.0,http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1
Patch Adams ,135014968.0,http://www.imdb.com/title/tt0129290/?ref_=fn_tt_tt_1
Anchorman 2: The Legend Continues ,2175312.0,http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1
Mr. Deeds ,126203320.0,http://www.imdb.com/title/tt0280590/?ref_=fn_tt_tt_1
Super 8 ,126975169.0,http://www.imdb.com/title/tt1650062/?ref_=fn_tt_tt_1
Erin Brockovich ,125548685.0,http://www.imdb.com/title/tt0195685/?ref_=fn_tt_tt_1
How to Lose a Guy in 10 Days ,105807520.0,http://www.imdb.com/title/tt0251127/?ref_=fn_tt_tt_1
22 Jump Street ,191616238.0,http://www.imdb.com/title/tt2294449/?ref_=fn_tt_tt_1
Interview with the Vampire: The Vampire Chronicles ,105264608.0,http://www.imdb.com/title/tt0110148/?ref_=fn_tt_tt_1
Yes Man ,97680195.0,http://www.imdb.com/title/tt1068680/?ref_=fn_tt_tt_1
Central Intelligence ,126088877.0,http://www.imdb.com/title/tt1489889/?ref_=fn_tt_tt_1
Stepmom ,91030827.0,http://www.imdb.com/title/tt0120686/?ref_=fn_tt_tt_1
Daddy's Home ,150315155.0,http://www.imdb.com/title/tt1528854/?ref_=fn_tt_tt_1
Into the Woods ,127997349.0,http://www.imdb.com/title/tt2180411/?ref_=fn_tt_tt_1
Inside Man ,88504640.0,http://www.imdb.com/title/tt0454848/?ref_=fn_tt_tt_1
Payback ,81517441.0,http://www.imdb.com/title/tt0120784/?ref_=fn_tt_tt_1
Congo ,81022333.0,http://www.imdb.com/title/tt0112715/?ref_=fn_tt_tt_1
We Bought a Zoo ,75621915.0,http://www.imdb.com/title/tt1389137/?ref_=fn_tt_tt_1
Knowing ,79948113.0,http://www.imdb.com/title/tt0448011/?ref_=fn_tt_tt_1
Failure to Launch ,88658172.0,http://www.imdb.com/title/tt0427229/?ref_=fn_tt_tt_1
The Ring Two ,75888270.0,http://www.imdb.com/title/tt0377109/?ref_=fn_tt_tt_1
"Crazy, Stupid, Love. ",84244877.0,http://www.imdb.com/title/tt1570728/?ref_=fn_tt_tt_1
Garfield ,75367693.0,http://www.imdb.com/title/tt0356634/?ref_=fn_tt_tt_1
Christmas with the Kranks ,73701902.0,http://www.imdb.com/title/tt0388419/?ref_=fn_tt_tt_1
Moneyball ,75605492.0,http://www.imdb.com/title/tt1210166/?ref_=fn_tt_tt_1
Outbreak ,67823573.0,http://www.imdb.com/title/tt0114069/?ref_=fn_tt_tt_1
Non-Stop ,91439400.0,http://www.imdb.com/title/tt2024469/?ref_=fn_tt_tt_1
Race to Witch Mountain ,67128202.0,http://www.imdb.com/title/tt1075417/?ref_=fn_tt_tt_1
V for Vendetta ,70496802.0,http://www.imdb.com/title/tt0434409/?ref_=fn_tt_tt_1
Shanghai Knights ,60470220.0,http://www.imdb.com/title/tt0300471/?ref_=fn_tt_tt_1
Unforgotten             ,,http://www.imdb.com/title/tt4192812/?ref_=fn_tt_tt_1
Curious George ,58336565.0,http://www.imdb.com/title/tt0381971/?ref_=fn_tt_tt_1
Herbie Fully Loaded ,66002004.0,http://www.imdb.com/title/tt0400497/?ref_=fn_tt_tt_1
Don't Say a Word ,54997476.0,http://www.imdb.com/title/tt0260866/?ref_=fn_tt_tt_1
Hansel & Gretel: Witch Hunters ,55682070.0,http://www.imdb.com/title/tt1428538/?ref_=fn_tt_tt_1
Unfaithful ,52752475.0,http://www.imdb.com/title/tt0250797/?ref_=fn_tt_tt_1
I Am Number Four ,55092830.0,http://www.imdb.com/title/tt1464540/?ref_=fn_tt_tt_1
Syriana ,50815288.0,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1
13 Hours ,52822418.0,http://www.imdb.com/title/tt4172430/?ref_=fn_tt_tt_1
The Book of Life ,50150619.0,http://www.imdb.com/title/tt2262227/?ref_=fn_tt_tt_1
Firewall ,48745150.0,http://www.imdb.com/title/tt0408345/?ref_=fn_tt_tt_1
Absolute Power ,50007168.0,http://www.imdb.com/title/tt0118548/?ref_=fn_tt_tt_1
G.I. Jane ,48154732.0,http://www.imdb.com/title/tt0119173/?ref_=fn_tt_tt_1
The Game ,48265581.0,http://www.imdb.com/title/tt0119174/?ref_=fn_tt_tt_1
Silent Hill ,46982632.0,http://www.imdb.com/title/tt0384537/?ref_=fn_tt_tt_1
The Replacements ,44737059.0,http://www.imdb.com/title/tt0191397/?ref_=fn_tt_tt_1
American Reunion ,56724080.0,http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1
The Negotiator ,44484065.0,http://www.imdb.com/title/tt0120768/?ref_=fn_tt_tt_1
Into the Storm ,47553512.0,http://www.imdb.com/title/tt2106361/?ref_=fn_tt_tt_1
Beverly Hills Cop III ,42610000.0,http://www.imdb.com/title/tt0109254/?ref_=fn_tt_tt_1
Gremlins 2: The New Batch ,41482207.0,http://www.imdb.com/title/tt0099700/?ref_=fn_tt_tt_1
The Judge ,47105085.0,http://www.imdb.com/title/tt1872194/?ref_=fn_tt_tt_1
The Peacemaker ,41256277.0,http://www.imdb.com/title/tt0119874/?ref_=fn_tt_tt_1
Resident Evil: Apocalypse ,50740078.0,http://www.imdb.com/title/tt0318627/?ref_=fn_tt_tt_1
Bridget Jones: The Edge of Reason ,40203020.0,http://www.imdb.com/title/tt0317198/?ref_=fn_tt_tt_1
Out of Time ,40905277.0,http://www.imdb.com/title/tt0313443/?ref_=fn_tt_tt_1
On Deadly Ground ,38590500.0,http://www.imdb.com/title/tt0110725/?ref_=fn_tt_tt_1
The Adventures of Sharkboy and Lavagirl 3-D ,39177541.0,http://www.imdb.com/title/tt0424774/?ref_=fn_tt_tt_1
The Beach ,39778599.0,http://www.imdb.com/title/tt0163978/?ref_=fn_tt_tt_1
Raising Helen ,37486138.0,http://www.imdb.com/title/tt0350028/?ref_=fn_tt_tt_1
Ninja Assassin ,38105077.0,http://www.imdb.com/title/tt1186367/?ref_=fn_tt_tt_1
For Love of the Game ,35168395.0,http://www.imdb.com/title/tt0126916/?ref_=fn_tt_tt_1
A Touch of Frost             ,,http://www.imdb.com/title/tt0108967/?ref_=fn_tt_tt_1
Striptease ,32800000.0,http://www.imdb.com/title/tt0117765/?ref_=fn_tt_tt_1
Marmaduke ,33643461.0,http://www.imdb.com/title/tt1392197/?ref_=fn_tt_tt_1
Hereafter ,32741596.0,http://www.imdb.com/title/tt1212419/?ref_=fn_tt_tt_1
Murder by Numbers ,31874869.0,http://www.imdb.com/title/tt0264935/?ref_=fn_tt_tt_1
Assassins ,30306268.0,http://www.imdb.com/title/tt0112401/?ref_=fn_tt_tt_1
Hannibal Rising ,27667947.0,http://www.imdb.com/title/tt0367959/?ref_=fn_tt_tt_1
The Story of Us ,27067160.0,http://www.imdb.com/title/tt0160916/?ref_=fn_tt_tt_1
The Host ,26616999.0,http://www.imdb.com/title/tt1517260/?ref_=fn_tt_tt_1
Basic ,26536120.0,http://www.imdb.com/title/tt0264395/?ref_=fn_tt_tt_1
Blood Work ,26199517.0,http://www.imdb.com/title/tt0309377/?ref_=fn_tt_tt_1
The International ,25450527.0,http://www.imdb.com/title/tt0963178/?ref_=fn_tt_tt_1
Escape from L.A. ,25407250.0,http://www.imdb.com/title/tt0116225/?ref_=fn_tt_tt_1
Twisted             ,,http://www.imdb.com/title/tt2355844/?ref_=fn_tt_tt_1
The Iron Giant ,23159305.0,http://www.imdb.com/title/tt0129167/?ref_=fn_tt_tt_1
The Life Aquatic with Steve Zissou ,24006726.0,http://www.imdb.com/title/tt0362270/?ref_=fn_tt_tt_1
Free State of Jones ,20389967.0,http://www.imdb.com/title/tt1124037/?ref_=fn_tt_tt_1
The Life of David Gale ,19593740.0,http://www.imdb.com/title/tt0289992/?ref_=fn_tt_tt_1
Man of the House ,19118247.0,http://www.imdb.com/title/tt0331933/?ref_=fn_tt_tt_1
Run All Night ,26442251.0,http://www.imdb.com/title/tt2199571/?ref_=fn_tt_tt_1
Eastern Promises ,17114882.0,http://www.imdb.com/title/tt0765443/?ref_=fn_tt_tt_1
Into the Blue ,18472363.0,http://www.imdb.com/title/tt0378109/?ref_=fn_tt_tt_1
The Messenger: The Story of Joan of Arc ,14131298.0,http://www.imdb.com/title/tt0151137/?ref_=fn_tt_tt_1
Your Highness ,21557240.0,http://www.imdb.com/title/tt1240982/?ref_=fn_tt_tt_1
Dream House ,21283440.0,http://www.imdb.com/title/tt1462041/?ref_=fn_tt_tt_1
Mad City ,10556196.0,http://www.imdb.com/title/tt0119592/?ref_=fn_tt_tt_1
Baby's Day Out ,16671505.0,http://www.imdb.com/title/tt0109190/?ref_=fn_tt_tt_1
The Scarlet Letter ,10400000.0,http://www.imdb.com/title/tt0114345/?ref_=fn_tt_tt_1
Fair Game ,9528092.0,http://www.imdb.com/title/tt0977855/?ref_=fn_tt_tt_1
Defiance             ,,http://www.imdb.com/title/tt2189221/?ref_=fn_tt_tt_1
Domino ,10137232.0,http://www.imdb.com/title/tt0421054/?ref_=fn_tt_tt_1
Jade ,9795017.0,http://www.imdb.com/title/tt0113451/?ref_=fn_tt_tt_1
Gamer ,20488579.0,http://www.imdb.com/title/tt1034032/?ref_=fn_tt_tt_1
Beautiful Creatures ,19445217.0,http://www.imdb.com/title/tt1559547/?ref_=fn_tt_tt_1
Death to Smoochy ,8355815.0,http://www.imdb.com/title/tt0266452/?ref_=fn_tt_tt_1
Zoolander 2 ,28837115.0,http://www.imdb.com/title/tt1608290/?ref_=fn_tt_tt_1
The Big Bounce ,6471394.0,http://www.imdb.com/title/tt0315824/?ref_=fn_tt_tt_1
What Planet Are You From? ,6291602.0,http://www.imdb.com/title/tt0181151/?ref_=fn_tt_tt_1
Drive Angry ,10706786.0,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1
Street Fighter: The Legend of Chun-Li ,8742261.0,http://www.imdb.com/title/tt0891592/?ref_=fn_tt_tt_1
The One ,43905746.0,http://www.imdb.com/title/tt0267804/?ref_=fn_tt_tt_1
Outlander             ,,http://www.imdb.com/title/tt3006802/?ref_=fn_tt_tt_1
The Adventures of Ford Fairlane ,21413502.0,http://www.imdb.com/title/tt0098987/?ref_=fn_tt_tt_1
Pirate Radio ,7994115.0,http://www.imdb.com/title/tt1131729/?ref_=fn_tt_tt_1
Traffic ,124107476.0,http://www.imdb.com/title/tt0181865/?ref_=fn_tt_tt_1
Indiana Jones and the Last Crusade ,197171806.0,http://www.imdb.com/title/tt0097576/?ref_=fn_tt_tt_1
Anna Karenina ,12802907.0,http://www.imdb.com/title/tt1781769/?ref_=fn_tt_tt_1
Chappie ,31569268.0,http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1
The Bone Collector ,66488090.0,http://www.imdb.com/title/tt0145681/?ref_=fn_tt_tt_1
Panic Room ,95308367.0,http://www.imdb.com/title/tt0258000/?ref_=fn_tt_tt_1
The Tooth Fairy ,,http://www.imdb.com/title/tt0473553/?ref_=fn_tt_tt_1
Three Kings ,60652036.0,http://www.imdb.com/title/tt0120188/?ref_=fn_tt_tt_1
Child 44 ,1206135.0,http://www.imdb.com/title/tt1014763/?ref_=fn_tt_tt_1
Rat Race ,56607223.0,http://www.imdb.com/title/tt0250687/?ref_=fn_tt_tt_1
K-PAX ,50173190.0,http://www.imdb.com/title/tt0272152/?ref_=fn_tt_tt_1
Kate & Leopold ,47095453.0,http://www.imdb.com/title/tt0035423/?ref_=fn_tt_tt_1
Bedazzled ,37879996.0,http://www.imdb.com/title/tt0230030/?ref_=fn_tt_tt_1
The Cotton Club ,25900000.0,http://www.imdb.com/title/tt0087089/?ref_=fn_tt_tt_1
3:10 to Yuma ,53574088.0,http://www.imdb.com/title/tt0381849/?ref_=fn_tt_tt_1
Taken 3 ,89253340.0,http://www.imdb.com/title/tt2446042/?ref_=fn_tt_tt_1
Out of Sight ,37339525.0,http://www.imdb.com/title/tt0120780/?ref_=fn_tt_tt_1
The Cable Guy ,60154431.0,http://www.imdb.com/title/tt0115798/?ref_=fn_tt_tt_1
Earth ,528972.0,http://www.imdb.com/title/tt0150433/?ref_=fn_tt_tt_1
Dick Tracy ,103738726.0,http://www.imdb.com/title/tt0099422/?ref_=fn_tt_tt_1
The Thomas Crown Affair ,69304264.0,http://www.imdb.com/title/tt0155267/?ref_=fn_tt_tt_1
Riding in Cars with Boys ,29781453.0,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1
First Blood ,,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1
Solaris ,,http://www.imdb.com/title/tt0069293/?ref_=fn_tt_tt_1
Happily N'Ever After ,15519841.0,http://www.imdb.com/title/tt0308353/?ref_=fn_tt_tt_1
Mary Reilly ,5600000.0,http://www.imdb.com/title/tt0117002/?ref_=fn_tt_tt_1
My Best Friend's Wedding ,126805112.0,http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1
America's Sweethearts ,93607673.0,http://www.imdb.com/title/tt0265029/?ref_=fn_tt_tt_1
Insomnia ,67263182.0,http://www.imdb.com/title/tt0278504/?ref_=fn_tt_tt_1
Star Trek: First Contact ,92001027.0,http://www.imdb.com/title/tt0117731/?ref_=fn_tt_tt_1
Jonah Hex ,10539414.0,http://www.imdb.com/title/tt1075747/?ref_=fn_tt_tt_1
Courage Under Fire ,58918501.0,http://www.imdb.com/title/tt0115956/?ref_=fn_tt_tt_1
Liar Liar ,181395380.0,http://www.imdb.com/title/tt0119528/?ref_=fn_tt_tt_1
The Infiltrator ,14946229.0,http://www.imdb.com/title/tt1355631/?ref_=fn_tt_tt_1
Inchon ,,http://www.imdb.com/title/tt0084132/?ref_=fn_tt_tt_1
The Flintstones ,130512915.0,http://www.imdb.com/title/tt0109813/?ref_=fn_tt_tt_1
Taken 2 ,139852971.0,http://www.imdb.com/title/tt1397280/?ref_=fn_tt_tt_1
Scary Movie 3 ,110000082.0,http://www.imdb.com/title/tt0306047/?ref_=fn_tt_tt_1
Miss Congeniality ,106807667.0,http://www.imdb.com/title/tt0212346/?ref_=fn_tt_tt_1
Journey to the Center of the Earth ,101702060.0,http://www.imdb.com/title/tt0373051/?ref_=fn_tt_tt_1
The Princess Diaries 2: Royal Engagement ,95149435.0,http://www.imdb.com/title/tt0368933/?ref_=fn_tt_tt_1
The Pelican Brief ,100768056.0,http://www.imdb.com/title/tt0107798/?ref_=fn_tt_tt_1
The Client ,92115211.0,http://www.imdb.com/title/tt0109446/?ref_=fn_tt_tt_1
The Bucket List ,93452056.0,http://www.imdb.com/title/tt0825232/?ref_=fn_tt_tt_1
Patriot Games ,83287363.0,http://www.imdb.com/title/tt0105112/?ref_=fn_tt_tt_1
Monster-in-Law ,82931301.0,http://www.imdb.com/title/tt0369735/?ref_=fn_tt_tt_1
Prisoners ,60962878.0,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1
Training Day ,76261036.0,http://www.imdb.com/title/tt0139654/?ref_=fn_tt_tt_1
Galaxy Quest ,71423726.0,http://www.imdb.com/title/tt0177789/?ref_=fn_tt_tt_1
Scary Movie 2 ,71277420.0,http://www.imdb.com/title/tt0257106/?ref_=fn_tt_tt_1
The Muppets ,88625922.0,http://www.imdb.com/title/tt1204342/?ref_=fn_tt_tt_1
Blade ,70001065.0,http://www.imdb.com/title/tt0120611/?ref_=fn_tt_tt_1
Coach Carter ,67253092.0,http://www.imdb.com/title/tt0393162/?ref_=fn_tt_tt_1
Changing Lanes ,66790248.0,http://www.imdb.com/title/tt0264472/?ref_=fn_tt_tt_1
Anaconda ,65557989.0,http://www.imdb.com/title/tt0118615/?ref_=fn_tt_tt_1
Coyote Ugly ,60786269.0,http://www.imdb.com/title/tt0200550/?ref_=fn_tt_tt_1
Love Actually ,59365105.0,http://www.imdb.com/title/tt0314331/?ref_=fn_tt_tt_1
A Bug's Life ,162792677.0,http://www.imdb.com/title/tt0120623/?ref_=fn_tt_tt_1
From Hell ,31598308.0,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1
The Specialist ,57362581.0,http://www.imdb.com/title/tt0111255/?ref_=fn_tt_tt_1
Tin Cup ,53854588.0,http://www.imdb.com/title/tt0117918/?ref_=fn_tt_tt_1
"Yours, Mine and Ours ",,http://www.imdb.com/title/tt0063829/?ref_=fn_tt_tt_1
Kicking & Screaming ,52580895.0,http://www.imdb.com/title/tt0384642/?ref_=fn_tt_tt_1
The Hitchhiker's Guide to the Galaxy ,51019112.0,http://www.imdb.com/title/tt0371724/?ref_=fn_tt_tt_1
Fat Albert ,48114556.0,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1
Resident Evil: Extinction ,50648679.0,http://www.imdb.com/title/tt0432021/?ref_=fn_tt_tt_1
Blended ,46280507.0,http://www.imdb.com/title/tt1086772/?ref_=fn_tt_tt_1
Last Holiday ,38360195.0,http://www.imdb.com/title/tt0408985/?ref_=fn_tt_tt_1
The River Wild ,46815748.0,http://www.imdb.com/title/tt0110997/?ref_=fn_tt_tt_1
The Indian in the Cupboard ,35617599.0,http://www.imdb.com/title/tt0113419/?ref_=fn_tt_tt_1
Savages ,47307550.0,http://www.imdb.com/title/tt1615065/?ref_=fn_tt_tt_1
Cellular ,32003620.0,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1
Johnny English ,27972410.0,http://www.imdb.com/title/tt0274166/?ref_=fn_tt_tt_1
The Ant Bully ,28133159.0,http://www.imdb.com/title/tt0429589/?ref_=fn_tt_tt_1
Dune ,27400000.0,http://www.imdb.com/title/tt0087182/?ref_=fn_tt_tt_1
Across the Universe ,24343673.0,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1
Revolutionary Road ,22877808.0,http://www.imdb.com/title/tt0959337/?ref_=fn_tt_tt_1
16 Blocks ,36883539.0,http://www.imdb.com/title/tt0450232/?ref_=fn_tt_tt_1
Babylon A.D. ,22531698.0,http://www.imdb.com/title/tt0364970/?ref_=fn_tt_tt_1
The Glimmer Man ,20400913.0,http://www.imdb.com/title/tt0116421/?ref_=fn_tt_tt_1
Multiplicity ,20101861.0,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1
Aliens in the Attic ,25200412.0,http://www.imdb.com/title/tt0775552/?ref_=fn_tt_tt_1
The Pledge ,19719930.0,http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1
The Producers ,19377727.0,http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1
Dredd ,13401683.0,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1
The Phantom ,17300889.0,http://www.imdb.com/title/tt0117331/?ref_=fn_tt_tt_1
All the Pretty Horses ,15527125.0,http://www.imdb.com/title/tt0149624/?ref_=fn_tt_tt_1
Nixon ,13560960.0,http://www.imdb.com/title/tt0113987/?ref_=fn_tt_tt_1
The Ghost Writer ,15523168.0,http://www.imdb.com/title/tt1139328/?ref_=fn_tt_tt_1
Deep Rising ,11146409.0,http://www.imdb.com/title/tt0118956/?ref_=fn_tt_tt_1
Miracle at St. Anna ,7916887.0,http://www.imdb.com/title/tt1046997/?ref_=fn_tt_tt_1
Curse of the Golden Flower ,6565495.0,http://www.imdb.com/title/tt0473444/?ref_=fn_tt_tt_1
Bangkok Dangerous ,15279680.0,http://www.imdb.com/title/tt0814022/?ref_=fn_tt_tt_1
Big Trouble ,7262288.0,http://www.imdb.com/title/tt0246464/?ref_=fn_tt_tt_1
Love in the Time of Cholera ,4584886.0,http://www.imdb.com/title/tt0484740/?ref_=fn_tt_tt_1
The Returned             ,,http://www.imdb.com/title/tt2521668/?ref_=fn_tt_tt_1
Shadow Conspiracy ,2154540.0,http://www.imdb.com/title/tt0120107/?ref_=fn_tt_tt_1
Johnny English Reborn ,8129455.0,http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1
Foodfight! ,,http://www.imdb.com/title/tt0249516/?ref_=fn_tt_tt_1
Argo ,136019448.0,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1
The Fugitive ,183875760.0,http://www.imdb.com/title/tt0106977/?ref_=fn_tt_tt_1
The Bounty Hunter ,67061228.0,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1
Sleepers ,53300852.0,http://www.imdb.com/title/tt0117665/?ref_=fn_tt_tt_1
Rambo: First Blood Part II ,150415432.0,http://www.imdb.com/title/tt0089880/?ref_=fn_tt_tt_1
The Juror ,44834712.0,http://www.imdb.com/title/tt0116731/?ref_=fn_tt_tt_1
Pinocchio ,84300000.0,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1
Heaven's Gate ,1500000.0,http://www.imdb.com/title/tt0080855/?ref_=fn_tt_tt_1
Underworld: Evolution ,62318875.0,http://www.imdb.com/title/tt0401855/?ref_=fn_tt_tt_1
Victor Frankenstein ,5773519.0,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1
Finding Forrester ,51768623.0,http://www.imdb.com/title/tt0181536/?ref_=fn_tt_tt_1
28 Days ,37035515.0,http://www.imdb.com/title/tt0191754/?ref_=fn_tt_tt_1
Unleashed ,24520892.0,http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1
The Sweetest Thing ,24430272.0,http://www.imdb.com/title/tt0253867/?ref_=fn_tt_tt_1
The Firm ,158348400.0,http://www.imdb.com/title/tt0106918/?ref_=fn_tt_tt_1
Charlie St. Cloud ,31136950.0,http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1
The Mechanic ,29113588.0,http://www.imdb.com/title/tt0472399/?ref_=fn_tt_tt_1
21 Jump Street ,138447667.0,http://www.imdb.com/title/tt1232829/?ref_=fn_tt_tt_1
Notting Hill ,116006080.0,http://www.imdb.com/title/tt0125439/?ref_=fn_tt_tt_1
Chicken Run ,106793915.0,http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1
Along Came Polly ,87856565.0,http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1
Boomerang ,70100000.0,http://www.imdb.com/title/tt0103859/?ref_=fn_tt_tt_1
The Heat ,159578352.0,http://www.imdb.com/title/tt2404463/?ref_=fn_tt_tt_1
Cleopatra ,57750000.0,http://www.imdb.com/title/tt0056937/?ref_=fn_tt_tt_1
Here Comes the Boom ,45290318.0,http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1
High Crimes ,41543207.0,http://www.imdb.com/title/tt0257756/?ref_=fn_tt_tt_1
The Mirror Has Two Faces ,41252428.0,http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1
The Mothman Prophecies ,35228696.0,http://www.imdb.com/title/tt0265349/?ref_=fn_tt_tt_1
Brüno ,59992760.0,http://www.imdb.com/title/tt0889583/?ref_=fn_tt_tt_1
Licence to Kill ,34667015.0,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1
Red Riding Hood ,37652565.0,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1
15 Minutes ,24375436.0,http://www.imdb.com/title/tt0179626/?ref_=fn_tt_tt_1
Super Mario Bros. ,20915465.0,http://www.imdb.com/title/tt0108255/?ref_=fn_tt_tt_1
Lord of War ,24127895.0,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1
Hero ,84961.0,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1
One for the Money ,26404753.0,http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1
The Interview ,6105175.0,http://www.imdb.com/title/tt2788710/?ref_=fn_tt_tt_1
The Warrior's Way ,5664251.0,http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1
McHale's Navy             ,,http://www.imdb.com/title/tt0055689/?ref_=fn_tt_tt_1
Micmacs ,1260917.0,http://www.imdb.com/title/tt1149361/?ref_=fn_tt_tt_1
8 Mile ,116724075.0,http://www.imdb.com/title/tt0298203/?ref_=fn_tt_tt_1
Animal Kingdom: Let's go Ape ,,http://www.imdb.com/title/tt1220911/?ref_=fn_tt_tt_1
A Knight's Tale ,56083966.0,http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1
The Medallion ,22108977.0,http://www.imdb.com/title/tt0288045/?ref_=fn_tt_tt_1
The Sixth Sense ,293501675.0,http://www.imdb.com/title/tt0167404/?ref_=fn_tt_tt_1
Man on a Ledge ,18600911.0,http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1
The Big Year ,7204138.0,http://www.imdb.com/title/tt1053810/?ref_=fn_tt_tt_1
The Karate Kid ,90800000.0,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1
American Hustle ,150117807.0,http://www.imdb.com/title/tt1800241/?ref_=fn_tt_tt_1
The Proposal ,163947053.0,http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1
Double Jeopardy ,116735231.0,http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1
Back to the Future Part II ,118500000.0,http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1
Lucy ,126546825.0,http://www.imdb.com/title/tt2872732/?ref_=fn_tt_tt_1
Fifty Shades of Grey ,166147885.0,http://www.imdb.com/title/tt2322441/?ref_=fn_tt_tt_1
Spy Kids 3-D: Game Over ,111760631.0,http://www.imdb.com/title/tt0338459/?ref_=fn_tt_tt_1
A Time to Kill ,108706165.0,http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1
Cheaper by the Dozen ,138614544.0,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1
Lone Survivor ,125069696.0,http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1
A League of Their Own ,107458785.0,http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1
The Conjuring 2 ,102310175.0,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1
The Social Network ,96917897.0,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1
He's Just Not That Into You ,93952276.0,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1
Scary Movie 4 ,90703745.0,http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1
Scream 3 ,89138076.0,http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1
Back to the Future Part III ,87666629.0,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1
Get Hard ,90353764.0,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1
Bram Stoker's Dracula ,82522790.0,http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1
Julie & Julia ,94125426.0,http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1
42 ,95001343.0,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1
The Talented Mr. Ripley ,81292135.0,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1
Dumb and Dumber To ,86208010.0,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1
Eight Below ,81593527.0,http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1
The Intern ,75274748.0,http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1
Ride Along 2 ,90835030.0,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1
The Last of the Mohicans ,72455275.0,http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1
Ray ,75305995.0,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1
Sin City ,74098862.0,http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1
Vantage Point ,72266306.0,http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1
"I Love You, Man ",71347010.0,http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1
