movie_title,duration
Hereafter ,129.0
Murder by Numbers ,115.0
Assassins ,132.0
Hannibal Rising ,131.0
The Story of Us ,95.0
The Host ,125.0
Basic ,98.0
Blood Work ,110.0
The International ,118.0
Escape from L.A. ,101.0
Twisted             ,60.0
The Iron Giant ,90.0
The Life Aquatic with Steve Zissou ,119.0
Free State of Jones ,139.0
The Life of David Gale ,130.0
Man of the House ,100.0
Run All Night ,114.0
Eastern Promises ,96.0
Into the Blue ,110.0
The Messenger: The Story of Joan of Arc ,158.0
Your Highness ,102.0
Dream House ,84.0
Mad City ,115.0
Baby's Day Out ,99.0
The Scarlet Letter ,135.0
Fair Game ,108.0
Defiance             ,43.0
Domino ,127.0
Jade ,107.0
Gamer ,95.0
Beautiful Creatures ,124.0
Death to Smoochy ,109.0
Zoolander 2 ,102.0
The Big Bounce ,88.0
What Planet Are You From? ,87.0
Drive Angry ,104.0
Street Fighter: The Legend of Chun-Li ,96.0
The One ,85.0
Outlander             ,64.0
The Adventures of Ford Fairlane ,104.0
Pirate Radio ,135.0
Traffic ,190.0
Indiana Jones and the Last Crusade ,127.0
Anna Karenina ,129.0
Chappie ,120.0
The Bone Collector ,118.0
Panic Room ,112.0
The Tooth Fairy ,89.0
Three Kings ,114.0
Child 44 ,137.0
Rat Race ,112.0
K-PAX ,120.0
Kate & Leopold ,123.0
Bedazzled ,93.0
The Cotton Club ,123.0
3:10 to Yuma ,122.0
Taken 3 ,115.0
Out of Sight ,123.0
The Cable Guy ,96.0
Earth ,110.0
Dick Tracy ,105.0
The Thomas Crown Affair ,113.0
Riding in Cars with Boys ,132.0
First Blood ,93.0
Solaris ,115.0
Happily N'Ever After ,75.0
Mary Reilly ,108.0
My Best Friend's Wedding ,105.0
America's Sweethearts ,102.0
Insomnia ,118.0
Star Trek: First Contact ,111.0
Jonah Hex ,81.0
Courage Under Fire ,116.0
Liar Liar ,86.0
The Infiltrator ,127.0
Inchon ,140.0
The Flintstones ,91.0
Taken 2 ,98.0
Scary Movie 3 ,84.0
Miss Congeniality ,109.0
Journey to the Center of the Earth ,93.0
The Princess Diaries 2: Royal Engagement ,113.0
The Pelican Brief ,141.0
The Client ,119.0
The Bucket List ,97.0
Patriot Games ,117.0
Monster-in-Law ,101.0
Prisoners ,153.0
Training Day ,122.0
Galaxy Quest ,102.0
Scary Movie 2 ,83.0
The Muppets ,103.0
Blade ,110.0
Coach Carter ,136.0
Changing Lanes ,91.0
Anaconda ,89.0
Coyote Ugly ,107.0
Love Actually ,129.0
A Bug's Life ,95.0
From Hell ,122.0
The Specialist ,110.0
Tin Cup ,135.0
"Yours, Mine and Ours ",111.0
Kicking & Screaming ,95.0
The Hitchhiker's Guide to the Galaxy ,109.0
Fat Albert ,93.0
Resident Evil: Extinction ,94.0
Blended ,117.0
Last Holiday ,112.0
The River Wild ,111.0
The Indian in the Cupboard ,96.0
Savages ,141.0
Cellular ,94.0
Johnny English ,87.0
The Ant Bully ,88.0
Dune ,177.0
Across the Universe ,133.0
Revolutionary Road ,119.0
16 Blocks ,102.0
Babylon A.D. ,101.0
The Glimmer Man ,91.0
Multiplicity ,117.0
Aliens in the Attic ,86.0
The Pledge ,124.0
The Producers ,134.0
Dredd ,95.0
The Phantom ,100.0
All the Pretty Horses ,220.0
Nixon ,212.0
The Ghost Writer ,128.0
Deep Rising ,106.0
Miracle at St. Anna ,160.0
Curse of the Golden Flower ,114.0
Bangkok Dangerous ,99.0
Big Trouble ,74.0
Love in the Time of Cholera ,139.0
The Returned             ,52.0
Shadow Conspiracy ,103.0
Johnny English Reborn ,101.0
Foodfight! ,91.0
Argo ,130.0
The Fugitive ,130.0
The Bounty Hunter ,110.0
Sleepers ,147.0
Rambo: First Blood Part II ,96.0
The Juror ,118.0
Pinocchio ,88.0
Heaven's Gate ,325.0
Underworld: Evolution ,102.0
Victor Frankenstein ,110.0
Finding Forrester ,136.0
28 Days ,103.0
Unleashed ,103.0
The Sweetest Thing ,90.0
The Firm ,154.0
Charlie St. Cloud ,99.0
The Mechanic ,93.0
21 Jump Street ,109.0
Notting Hill ,124.0
Chicken Run ,84.0
Along Came Polly ,90.0
Boomerang ,117.0
The Heat ,123.0
Cleopatra ,251.0
Here Comes the Boom ,105.0
High Crimes ,115.0
The Mirror Has Two Faces ,122.0
The Mothman Prophecies ,119.0
Brüno ,81.0
Licence to Kill ,133.0
Red Riding Hood ,100.0
15 Minutes ,120.0
Super Mario Bros. ,104.0
Lord of War ,122.0
Hero ,80.0
One for the Money ,91.0
The Interview ,112.0
The Warrior's Way ,100.0
McHale's Navy             ,30.0
Micmacs ,105.0
8 Mile ,110.0
Animal Kingdom: Let's go Ape ,101.0
A Knight's Tale ,144.0
The Medallion ,108.0
The Sixth Sense ,107.0
Man on a Ledge ,102.0
The Big Year ,100.0
The Karate Kid ,126.0
American Hustle ,138.0
The Proposal ,108.0
Double Jeopardy ,105.0
Back to the Future Part II ,108.0
Lucy ,89.0
Fifty Shades of Grey ,129.0
Spy Kids 3-D: Game Over ,84.0
A Time to Kill ,149.0
Cheaper by the Dozen ,94.0
Lone Survivor ,121.0
A League of Their Own ,128.0
The Conjuring 2 ,134.0
The Social Network ,120.0
He's Just Not That Into You ,129.0
Scary Movie 4 ,89.0
Scream 3 ,116.0
Back to the Future Part III ,118.0
Get Hard ,107.0
Bram Stoker's Dracula ,155.0
Julie & Julia ,123.0
42 ,128.0
The Talented Mr. Ripley ,139.0
Dumb and Dumber To ,109.0
Eight Below ,120.0
The Intern ,121.0
Ride Along 2 ,102.0
The Last of the Mohicans ,117.0
Ray ,178.0
Sin City ,147.0
Vantage Point ,90.0
"I Love You, Man ",105.0
Shallow Hal ,114.0
JFK ,206.0
Big Momma's House 2 ,99.0
The Mexican ,123.0
Unbroken ,137.0
17 Again ,102.0
The Other Woman ,109.0
The Final Destination ,82.0
Bridge of Spies ,142.0
Behind Enemy Lines ,106.0
Get Him to the Greek ,114.0
Shall We Dance ,106.0
Small Soldiers ,108.0
Spawn ,98.0
The Count of Monte Cristo ,131.0
The Lincoln Lawyer ,118.0
Unknown ,113.0
The Prestige ,130.0
Horrible Bosses 2 ,116.0
Escape from Planet Earth ,89.0
Apocalypto ,139.0
The Living Daylights ,130.0
Predators ,107.0
Legal Eagles ,116.0
Secret Window ,96.0
The Lake House ,99.0
The Skeleton Key ,104.0
The Odd Life of Timothy Green ,105.0
Made of Honor ,101.0
Jersey Boys ,134.0
The Rainmaker ,135.0
Gothika ,98.0
Amistad ,155.0
Medicine Man ,106.0
Aliens vs. Predator: Requiem ,102.0
Ri¢hie Ri¢h ,95.0
Autumn in New York ,103.0
Music and Lyrics ,95.0
Paul ,109.0
The Guilt Trip ,95.0
Scream 4 ,111.0
8MM ,123.0
The Doors ,140.0
Sex Tape ,94.0
Hanging Up ,94.0
Final Destination 5 ,92.0
Mickey Blue Eyes ,102.0
Pay It Forward ,123.0
Fever Pitch ,104.0
Arthur             ,30.0
Drillbit Taylor ,102.0
A Million Ways to Die in the West ,136.0
The Shadow ,93.0
Extremely Loud & Incredibly Close ,129.0
Morning Glory ,107.0
Get Rich or Die Tryin' ,117.0
The Art of War ,116.0
Rent ,135.0
Bless the Child ,107.0
The Out-of-Towners ,90.0
The Island of Dr. Moreau ,99.0
The Musketeer ,104.0
The Other Boleyn Girl ,115.0
Sweet November ,119.0
The Reaping ,99.0
Mean Streets ,112.0
Renaissance Man ,128.0
Colombiana ,112.0
The Magic Sword: Quest for Camelot ,86.0
City by the Sea ,108.0
At First Sight ,128.0
Torque ,84.0
City Hall ,111.0
Showgirls ,131.0
Marie Antoinette ,123.0
Kiss of Death ,101.0
Get Carter ,102.0
The Impossible ,114.0
Ishtar ,107.0
Fantastic Mr. Fox ,87.0
Life or Something Like It ,103.0
Memoirs of an Invisible Man ,99.0
Amélie ,122.0
New York Minute ,91.0
Alfie ,103.0
Big Miracle ,107.0
The Deep End of the Ocean ,106.0
Feardotcom ,101.0
Cirque du Freak: The Vampire's Assistant ,109.0
Victor Frankenstein ,110.0
Duplex ,89.0
Soul Men ,100.0
Raise the Titanic ,119.0
Universal Soldier: The Return ,83.0
Pandorum ,108.0
Impostor ,102.0
Extreme Ops ,93.0
Just Visiting ,84.0
Sunshine ,107.0
A Thousand Words ,91.0
Delgo ,94.0
The Gunman ,115.0
Alex Rider: Operation Stormbreaker ,93.0
Disturbia ,105.0
Hackers ,107.0
The Hunting Party ,101.0
The Hudsucker Proxy ,111.0
The Warlords ,113.0
Nomad: The Warrior ,112.0
Snowpiercer ,126.0
A Monster in Paris ,90.0
The Last Shot ,93.0
The Crow ,98.0
Baahubali: The Beginning ,159.0
The Time Traveler's Wife ,107.0
Because I Said So ,102.0
The Fast and the Furious ,106.0
Frankenweenie ,87.0
Serenity ,119.0
Against the Ropes ,110.0
Superman III ,125.0
Grudge Match ,113.0
Red Cliff ,150.0
Sweet Home Alabama ,108.0
The Ugly Truth ,96.0
Sgt. Bilko ,93.0
Spy Kids 2: Island of Lost Dreams ,100.0
Star Trek: Generations ,118.0
The Grandmaster ,122.0
Water for Elephants ,120.0
3rd Rock from the Sun             ,60.0
Dragon Nest: Warriors' Dawn ,88.0
The Hurricane ,146.0
Enough ,115.0
Heartbreakers ,123.0
Paul Blart: Mall Cop 2 ,94.0
Angel Eyes ,102.0
Joe Somebody ,98.0
The Ninth Gate ,133.0
Extreme Measures ,118.0
Rock Star ,105.0
Precious ,109.0
White Squall ,129.0
The Thing ,109.0
Riddick ,127.0
Switchback ,118.0
Texas Rangers ,110.0
City of Ember ,90.0
The Master ,144.0
Virgin Territory ,97.0
The Express ,130.0
The 5th Wave ,112.0
Creed ,133.0
The Town ,150.0
What to Expect When You're Expecting ,110.0
Burn After Reading ,96.0
Nim's Island ,96.0
Rush ,123.0
Magnolia ,188.0
Cop Out ,107.0
How to Be Single ,110.0
Dolphin Tale ,113.0
Twilight ,122.0
John Q ,116.0
Blue Streak ,93.0
We're the Millers ,118.0
Obitaemyy ostrov ,115.0
Breakdown ,93.0
Never Say Never Again ,121.0
Hot Tub Time Machine ,101.0
Dolphin Tale 2 ,107.0
Reindeer Games ,124.0
A Man Apart ,109.0
Aloha ,105.0
Ghosts of Mississippi ,130.0
Snow Falling on Cedars ,127.0
The Rite ,114.0
Gattaca ,106.0
Isn't She Great ,95.0
Space Chimps ,81.0
Head of State ,95.0
The Hangover ,108.0
Ip Man 3 ,105.0
Austin Powers: The Spy Who Shagged Me ,95.0
Batman ,126.0
There Be Dragons ,102.0
Lethal Weapon 3 ,121.0
The Blind Side ,129.0
Rush Hour             ,43.0
Spy Kids ,88.0
Horrible Bosses ,106.0
True Grit ,110.0
The Devil Wears Prada ,109.0
Star Trek: The Motion Picture ,143.0
Identity Thief ,120.0
Cape Fear ,128.0
21 ,123.0
Trainwreck ,129.0
Guess Who ,105.0
The English Patient ,162.0
L.A. Confidential ,138.0
Sky High ,100.0
In & Out ,90.0
Species ,108.0
A Nightmare on Elm Street ,101.0
The Cell ,109.0
The Man in the Iron Mask ,132.0
Secretariat ,123.0
TMNT ,87.0
Radio ,109.0
Friends with Benefits ,109.0
Neighbors 2: Sorority Rising ,92.0
Saving Mr. Banks ,125.0
Malcolm X ,202.0
This Is 40 ,134.0
Old Dogs ,88.0
Underworld: Rise of the Lycans ,92.0
License to Wed ,91.0
The Benchwarmers ,75.0
Must Love Dogs ,98.0
Donnie Brasco ,147.0
Resident Evil ,100.0
Poltergeist ,120.0
The Ladykillers ,104.0
Max Payne ,103.0
In Time ,109.0
The Back-up Plan ,104.0
Something Borrowed ,112.0
Hit the Floor             ,60.0
Black Knight ,95.0
The Bad News Bears ,102.0
Street Fighter ,102.0
The Pianist ,150.0
From Hell ,122.0
The Nativity Story ,101.0
House of Wax ,108.0
Closer ,98.0
J. Edgar ,137.0
Mirrors ,112.0
Queen of the Damned ,101.0
Predator 2 ,103.0
Untraceable ,101.0
Blast from the Past ,112.0
Flash Gordon ,111.0
Jersey Girl ,102.0
Alex Cross ,101.0
Midnight in the Garden of Good and Evil ,155.0
Heist ,93.0
Nanny McPhee Returns ,109.0
Hoffa ,140.0
The X Files: I Want to Believe ,108.0
Ella Enchanted ,96.0
Concussion ,123.0
Abduction ,106.0
Valiant ,76.0
Wonder Boys ,107.0
Superhero Movie ,82.0
Broken City ,109.0
Cursed ,99.0
Premium Rush ,91.0
Hot Pursuit ,87.0
The Four Feathers ,125.0
Parker ,118.0
Wimbledon ,98.0
Furry Vengeance ,92.0
Bait ,93.0
Krull ,116.0
Lions for Lambs ,92.0
Flight of the Intruder ,115.0
Walk Hard: The Dewey Cox Story ,120.0
The Shipping News ,111.0
American Outlaws ,94.0
The Young Victoria ,100.0
Whiteout ,101.0
The Tree of Life ,139.0
Knock Off ,91.0
Sabotage ,109.0
The Order ,102.0
Punisher: War Zone ,103.0
Zoom ,83.0
The Walk ,123.0
Warriors of Virtue ,101.0
A Good Year ,117.0
Luther             ,60.0
Radio Flyer ,114.0
"Blood In, Blood Out ",330.0
Smilla's Sense of Snow ,121.0
Femme Fatale ,114.0
Lion of the Desert ,156.0
The Horseman on the Roof ,135.0
Ride with the Devil ,148.0
Biutiful ,148.0
The Lovers ,109.0
Bandidas ,93.0
Black Water Transit ,
The Maze Runner ,113.0
Unfinished Business ,91.0
The Age of Innocence ,139.0
The Fountain ,96.0
Chill Factor ,102.0
Stolen ,96.0
Ponyo ,101.0
The Longest Ride ,128.0
The Astronaut's Wife ,109.0
I Dreamed of Africa ,114.0
Playing for Keeps ,105.0
Mandela: Long Walk to Freedom ,141.0
Reds ,195.0
A Few Good Men ,138.0
Exit Wounds ,101.0
Big Momma's House ,99.0
Thunder and the House of Magic ,85.0
The Darkest Hour ,89.0
Step Up Revolution ,99.0
Snakes on a Plane ,105.0
The Watcher ,97.0
The Punisher ,140.0
Goal! The Dream Begins ,118.0
Safe ,94.0
Pushing Tin ,124.0
Star Wars: Episode VI - Return of the Jedi ,134.0
Doomsday ,113.0
The Reader ,124.0
Wanderlust ,98.0
Elf ,97.0
Phenomenon ,123.0
Snow Dogs ,99.0
Scrooged ,101.0
Nacho Libre ,92.0
Bridesmaids ,131.0
This Is the End ,107.0
Stigmata ,103.0
Men of Honor ,129.0
Takers ,107.0
The Big Wedding ,89.0
"Big Mommas: Like Father, Like Son ",113.0
Source Code ,93.0
Alive ,120.0
The Number 23 ,98.0
The Young and Prodigious T.S. Spivet ,105.0
1941 ,142.0
Dreamer: Inspired by a True Story ,98.0
A History of Violence ,96.0
Transporter 2 ,87.0
The Quick and the Dead ,107.0
Laws of Attraction ,90.0
Bringing Out the Dead ,121.0
Repo Men ,119.0
Dragon Wars: D-War ,107.0
Bogus ,110.0
The Incredible Burt Wonderstone ,100.0
Cats Don't Dance ,75.0
Cradle Will Rock ,132.0
The Good German ,105.0
George and the Dragon ,93.0
Apocalypse Now ,289.0
Going the Distance ,102.0
Mr. Holland's Opus ,143.0
Criminal ,113.0
Out of Africa ,161.0
Flight ,138.0
Moonraker ,126.0
The Grand Budapest Hotel ,99.0
Hearts in Atlantis ,101.0
Arachnophobia ,103.0
Frequency ,118.0
Ghostbusters ,116.0
Vacation ,99.0
Get Shorty ,105.0
Chicago ,113.0
Big Daddy ,93.0
American Pie 2 ,108.0
Toy Story ,74.0
Speed ,116.0
The Vow ,104.0
Extraordinary Measures ,106.0
Remember the Titans ,120.0
The Hunt for Red October ,135.0
Lee Daniels' The Butler ,132.0
Dodgeball: A True Underdog Story ,92.0
The Addams Family ,99.0
Ace Ventura: When Nature Calls ,90.0
The Princess Diaries ,111.0
The First Wives Club ,103.0
Se7en ,127.0
District 9 ,112.0
The SpongeBob SquarePants Movie ,87.0
Mystic River ,138.0
Million Dollar Baby ,132.0
Analyze This ,103.0
The Notebook ,123.0
27 Dresses ,111.0
Hannah Montana: The Movie ,102.0
Rugrats in Paris: The Movie ,78.0
The Prince of Tides ,132.0
Legends of the Fall ,133.0
Up in the Air ,108.0
About Schmidt ,125.0
Warm Bodies ,98.0
Looper ,119.0
Down to Earth ,87.0
Babe ,91.0
Hope Springs ,100.0
Forgetting Sarah Marshall ,118.0
Friday Night Lights             ,44.0
Four Brothers ,109.0
Baby Mama ,99.0
Hope Floats ,114.0
Bride Wars ,89.0
Without a Paddle ,95.0
13 Going on 30 ,98.0
Midnight in Paris ,94.0
The Nut Job ,85.0
Blow ,124.0
Message in a Bottle ,131.0
Star Trek V: The Final Frontier ,107.0
Like Mike ,99.0
Naked Gun 33 1/3: The Final Insult ,83.0
A View to a Kill ,131.0
The Curse of the Were-Rabbit ,85.0
P.S. I Love You ,126.0
Racing Stripes ,102.0
Atonement ,123.0
Letters to Juliet ,105.0
Black Rain ,125.0
The Three Stooges ,92.0
Corpse Bride ,77.0
Glory Road ,118.0
Sicario ,121.0
Southpaw ,124.0
Drag Me to Hell ,99.0
The Age of Adaline ,112.0
Secondhand Lions ,111.0
Step Up 3D ,107.0
Blue Crush ,104.0
Stranger Than Fiction ,113.0
30 Days of Night ,113.0
The Cabin in the Woods ,95.0
Meet the Spartans ,86.0
Midnight Run ,126.0
The Running Man ,101.0
Little Shop of Horrors ,102.0
Hanna ,111.0
The Family             ,60.0
Mortal Kombat: Annihilation ,95.0
Larry Crowne ,98.0
Carrie ,100.0
Take the Lead ,118.0
Entourage             ,28.0
Gridiron Gang ,125.0
What's the Worst That Could Happen? ,94.0
9 ,79.0
Side Effects ,106.0
The Prince and Me ,111.0
Winnie the Pooh ,63.0
Dumb and Dumberer: When Harry Met Lloyd ,85.0
Bulworth ,108.0
Get on Up ,139.0
One True Thing ,127.0
Virtuosity ,106.0
My Super Ex-Girlfriend ,95.0
Deliver Us from Evil ,118.0
Sanctum ,108.0
Little Black Book ,105.0
The Five-Year Engagement ,131.0
Mr 3000 ,104.0
The Next Three Days ,133.0
Ultraviolet ,94.0
Assault on Precinct 13 ,109.0
The Replacement Killers ,96.0
Fled ,105.0
Eight Legged Freaks ,99.0
Love & Other Drugs ,112.0
88 Minutes ,108.0
North Country ,126.0
The Whole Ten Yards ,98.0
Splice ,104.0
Howard the Duck ,110.0
Pride and Glory ,130.0
The Cave ,93.0
Alex & Emma ,96.0
Wicker Park ,114.0
Fright Night ,106.0
The New World ,150.0
Wing Commander ,100.0
In Dreams ,100.0
Dragonball: Evolution ,100.0
The Last Stand ,107.0
Godsend ,102.0
Chasing Liberty ,101.0
Hoodwinked Too! Hood vs. Evil ,86.0
An Unfinished Life ,108.0
The Imaginarium of Doctor Parnassus ,123.0
Barney's Version ,134.0
Trapped             ,511.0
Runner Runner ,88.0
Antitrust ,109.0
Glory ,122.0
Once Upon a Time in America ,251.0
Dead Man Down ,118.0
The Merchant of Venice ,131.0
The Good Thief ,109.0
Supercross ,80.0
Miss Potter ,88.0
The Promise ,103.0
DOA: Dead or Alive ,87.0
The Assassination of Jesse James by the Coward Robert Ford ,160.0
1911 ,121.0
Little Nicholas ,91.0
Wild Card ,92.0
Machine Gun Preacher ,129.0
Animals United ,93.0
The Color of Freedom ,118.0
United Passions ,110.0
Grace of Monaco ,103.0
A Warrior's Tail ,85.0
Ripley's Game ,110.0
Sausage Party ,89.0
Pitch Perfect 2 ,115.0
Walk the Line ,153.0
12 Monkeys             ,42.0
Keeping the Faith ,128.0
The Borrowers ,89.0
Frost/Nixon ,122.0
Confessions of a Dangerous Mind ,113.0
Serving Sara ,99.0
The Boss ,99.0
Cry Freedom ,147.0
Mumford ,112.0
Seed of Chucky ,88.0
The Jacket ,94.0
Aladdin ,90.0
Straight Outta Compton ,167.0
Indiana Jones and the Temple of Doom ,118.0
The Rugrats Movie ,83.0
Along Came a Spider ,104.0
Florence Foster Jenkins ,110.0
Once Upon a Time in Mexico ,102.0
Die Hard ,131.0
Role Models ,101.0
The Big Short ,130.0
Taking Woodstock ,120.0
Miracle ,135.0
Dawn of the Dead ,110.0
The Wedding Planner ,103.0
Harlock: Space Pirate ,115.0
The Royal Tenenbaums ,110.0
Identity ,91.0
Last Vegas ,105.0
For Your Eyes Only ,127.0
Serendipity ,82.0
Timecop ,99.0
Zoolander ,90.0
Safe Haven ,115.0
Hocus Pocus ,96.0
No Reservations ,104.0
Kick-Ass ,117.0
30 Minutes or Less ,83.0
Dracula 2000 ,99.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",81.0
Pride & Prejudice ,135.0
Blade Runner ,117.0
Rob Roy ,139.0
3 Days to Kill ,123.0
We Own the Night ,117.0
Lost Souls ,97.0
Winged Migration ,81.0
Just My Luck ,103.0
"Mystery, Alaska ",119.0
The Spy Next Door ,94.0
A Simple Wish ,89.0
Ghosts of Mars ,98.0
Our Brand Is Crisis ,107.0
Pride and Prejudice and Zombies ,108.0
Kundun ,134.0
How to Lose Friends & Alienate People ,110.0
Kick-Ass 2 ,103.0
Captain Alatriste: The Spanish Musketeer ,145.0
Brick Mansions ,100.0
Octopussy ,131.0
Knocked Up ,133.0
My Sister's Keeper ,109.0
"Welcome Home, Roscoe Jenkins ",114.0
A Passage to India ,164.0
Notes on a Scandal ,92.0
Rendition ,122.0
Limitless             ,42.0
Star Trek VI: The Undiscovered Country ,110.0
Divine Secrets of the Ya-Ya Sisterhood ,116.0
The Jungle Book ,106.0
Kiss the Girls ,115.0
The Blues Brothers ,148.0
The Sisterhood of the Traveling Pants 2 ,119.0
Joyful Noise ,118.0
About a Boy ,101.0
Lake Placid ,82.0
Lucky Number Slevin ,110.0
The Right Stuff ,193.0
Anonymous ,130.0
The NeverEnding Story ,94.0
Dark City ,111.0
The Duchess ,110.0
The Honeymooners             ,30.0
Return to Oz ,109.0
The Newton Boys ,123.0
Case 39 ,109.0
Suspect Zero ,99.0
Martian Child ,106.0
Spy Kids: All the Time in the World in 4D ,89.0
Money Monster ,98.0
Formula 51 ,93.0
Flawless ,112.0
Mindhunters ,101.0
What Just Happened ,104.0
The Statement ,120.0
The Magic Flute ,135.0
Paul Blart: Mall Cop ,91.0
Freaky Friday ,97.0
The 40-Year-Old Virgin ,133.0
Shakespeare in Love ,123.0
A Walk Among the Tombstones ,114.0
Kindergarten Cop ,111.0
Pineapple Express ,117.0
Ever After: A Cinderella Story ,121.0
Open Range ,139.0
Flatliners ,115.0
It's Always Sunny in Philadelphia             ,22.0
A Bridge Too Far ,175.0
Red Eye ,85.0
Final Destination 2 ,90.0
"O Brother, Where Art Thou? ",107.0
Legion ,100.0
Pain & Gain ,129.0
In Good Company ,109.0
Clockstoppers ,94.0
Silverado ,133.0
Brothers ,105.0
Agent Cody Banks 2: Destination London ,100.0
New Year's Eve ,113.0
Original Sin ,118.0
The Raven ,110.0
Welcome to Mooseport ,110.0
Highlander: The Final Dimension ,99.0
Blood and Wine ,101.0
Snow White: A Tale of Terror ,100.0
The Curse of the Jade Scorpion ,103.0
Accidental Love ,100.0
Flipper ,95.0
Self/less ,117.0
The Constant Gardener ,129.0
The Passion of the Christ ,120.0
Mrs. Doubtfire ,125.0
Rain Man ,133.0
Gran Torino ,116.0
W. ,129.0
Taken ,93.0
The Best of Me ,118.0
The Bodyguard ,129.0
Schindler's List ,185.0
The Help ,146.0
The Fifth Estate ,128.0
Scooby-Doo 2: Monsters Unleashed ,93.0
Viy ,107.0
Freddy vs. Jason ,97.0
The Face of an Angel ,101.0
Jimmy Neutron: Boy Genius ,82.0
Cloverfield ,85.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,88.0
The Untouchables ,119.0
No Country for Old Men ,122.0
Ride Along ,99.0
Bridget Jones's Diary ,97.0
Chocolat ,121.0
"Legally Blonde 2: Red, White & Blonde ",95.0
Parental Guidance ,105.0
No Strings Attached ,108.0
Tombstone ,134.0
Romeo Must Die ,115.0
The Omen ,107.0
Final Destination 3 ,86.0
The Lucky One ,101.0
Bridge to Terabithia ,96.0
Finding Neverland ,101.0
A Madea Christmas ,100.0
The Grey ,117.0
Hide and Seek ,101.0
Anchorman: The Legend of Ron Burgundy ,98.0
Goodfellas ,146.0
Agent Cody Banks ,102.0
Nanny McPhee ,97.0
Scarface ,142.0
Nothing to Lose ,98.0
The Last Emperor ,219.0
Contraband ,109.0
Money Talks ,97.0
There Will Be Blood ,158.0
The Wild Thornberrys Movie ,85.0
Rugrats Go Wild ,80.0
Undercover Brother ,86.0
The Sisterhood of the Traveling Pants ,119.0
Kiss of the Dragon ,98.0
The House Bunny ,97.0
Beauty Shop ,105.0
Million Dollar Arm ,124.0
The Giver ,97.0
What a Girl Wants ,105.0
Jeepers Creepers II ,104.0
Good Luck Chuck ,101.0
Cradle 2 the Grave ,101.0
The Hours ,114.0
She's the Man ,105.0
Mr. Bean's Holiday ,90.0
Anacondas: The Hunt for the Blood Orchid ,97.0
Blood Ties ,144.0
August Rush ,114.0
Elizabeth ,124.0
Bride of Chucky ,89.0
Tora! Tora! Tora! ,160.0
Spice World ,93.0
The Sitter ,87.0
Dance Flick ,88.0
The Shawshank Redemption ,142.0
Crocodile Dundee in Los Angeles ,92.0
Kingpin ,117.0
The Gambler ,111.0
August: Osage County ,121.0
Ice Princess ,98.0
A Lot Like Love ,107.0
Eddie the Eagle ,106.0
He Got Game ,136.0
Don Juan DeMarco ,97.0
Shaun the Sheep             ,7.0
Dear John ,108.0
The Losers ,97.0
Don't Be Afraid of the Dark ,99.0
War ,103.0
Punch-Drunk Love ,95.0
EuroTrip ,93.0
Half Past Dead ,98.0
Unaccompanied Minors ,90.0
"Bright Lights, Big City ",107.0
The Adventures of Pinocchio ,90.0
The Greatest Game Ever Played ,120.0
The Box ,115.0
The Ruins ,93.0
The Next Best Thing ,99.0
My Soul to Take ,107.0
The Girl Next Door ,110.0
Maximum Risk ,101.0
Stealing Harvard ,85.0
Legend ,132.0
Hot Rod ,88.0
Shark Night 3D ,90.0
Angela's Ashes ,145.0
Draft Day ,110.0
Lifeforce ,101.0
The Powerpuff Girls             ,30.0
The Conspirator ,122.0
Lords of Dogtown ,107.0
The 33 ,127.0
Big Trouble in Little China ,99.0
A Perfect Plan ,104.0
Warrior ,140.0
Michael Collins ,133.0
Gettysburg ,271.0
Stop-Loss ,112.0
Abandon ,99.0
Brokedown Palace ,100.0
The Possession ,92.0
Mrs. Winterbourne ,105.0
Straw Dogs ,110.0
The Hoax ,116.0
Stone Cold ,88.0
The Road ,111.0
Sheena ,117.0
Underclassman ,95.0
Say It Isn't So ,95.0
The World's Fastest Indian ,127.0
Snakes on a Plane ,105.0
Tank Girl ,104.0
King's Ransom ,95.0
Blindness ,121.0
BloodRayne ,92.0
Carnage ,80.0
Where the Truth Lies ,107.0
Cirque du Soleil: Worlds Away ,91.0
Without Limits ,117.0
Me and Orson Welles ,107.0
The Best Offer ,131.0
Bad Lieutenant: Port of Call New Orleans ,122.0
A Turtle's Tale: Sammy's Adventures ,88.0
Little White Lies ,134.0
Love Ranch ,117.0
The True Story of Puss'N Boots ,80.0
Space Dogs ,85.0
The Counselor ,138.0
Ironclad ,121.0
Waterloo ,134.0
Kung Fu Killer ,100.0
Red Sky ,100.0
Dangerous Liaisons ,119.0
On the Road ,137.0
Star Trek IV: The Voyage Home ,119.0
Rocky Balboa ,139.0
Point Break ,114.0
Scream 2 ,120.0
Jane Got a Gun ,98.0
Think Like a Man Too ,106.0
The Whole Nine Yards ,98.0
Footloose ,107.0
Old School ,88.0
The Fisher King ,137.0
I Still Know What You Did Last Summer ,100.0
Return to Me ,115.0
Zack and Miri Make a Porno ,101.0
Nurse Betty ,110.0
The Men Who Stare at Goats ,94.0
Double Take ,88.0
"Girl, Interrupted ",127.0
Win a Date with Tad Hamilton! ,95.0
Muppets from Space ,87.0
The Wiz ,118.0
Ready to Rumble ,107.0
Play It to the Bone ,124.0
I Don't Know How She Does It ,89.0
Piranha 3D ,88.0
Beyond the Sea ,118.0
Meet the Deedles ,93.0
